Username,Radar,Construction,Tech,Hero,Mobilization,Buster
Dona Benta (removed),,,,,,
Don Haitham,"8,928,926","8,048,100","6,612,500","14,902,436","9,285,760","8,559,723"
Donkeyleg,"15,194,154","12,428,400","4,659,100","15,894,676","9,087,170","6,536,906"
DurpaDurpa,"11,392,593","7,615,200","8,759,850","17,038,193","8,162,500","3,847,950"
EduardoRR2,"7,296,586","9,166,050","6,953,950","9,781,812","9,628,780","5,264,850"
E N I A H,"6,178,861","7,326,150","3,777,250","19,091,000","16,938,560","5,184,270"
Evil Bichita-removed :'(,,,,,,
EXTERMÎNADOR,"8,405,798","8,380,950","19,386,700","28,211,524","10,686,650","8,799,091"
FabianoSp2,"60,363,984","10,170,450","11,052,500","28,129,376","28,001,750","6,230,088"
fauxsee,"7,817,011","9,333,750","8,331,400","11,620,906","5,392,520","7,309,933"
Fralda Cheia,"12,866,105","9,341,100","7,293,150","21,489,494","20,366,040","7,204,351"
FSU 69,"14,436,576","20,742,300","13,525,100","96,731,554","21,584,910","18,189,059"
General Pukka,"12,288,334","11,708,850","11,675,450","17,618,174","9,389,020","8,205,529"
Guilherme DellaG,"7,917,876","13,904,100","11,161,550","16,410,393","11,678,450","14,183,605"
HorseFarm,"8,573,766","7,359,400","9,808,350","22,978,563","9,097,870","3,225,000"
iForcexD,"9,286,180","12,720,750","13,908,750","25,583,551","8,905,200","5,713,728"
IkkiMinami,"8,444,051","8,581,200","7,352,700","8,867,333","12,723,350","3,150,000"
Iriss7,"17,687,777","12,145,350","13,691,450","35,539,325","17,524,590","3,672,000"
JALIM RABEI,"7,649,524","4,623,450","7,421,050","17,081,133","13,542,180","7,213,486"
JayGee,"13,995,076","10,657,500","8,752,250","38,971,716","17,860,400","8,272,461"
JoeySnacks,"8,302,945","7,377,750","16,234,650","8,317,740","10,377,180","3,525,000"
Kenny45,"27,006,305","19,531,350","12,575,550","33,818,966","19,443,900","7,295,206"
King of Ants,"8,766,164","11,863,350","14,405,200","16,474,996","60,422,460","23,060,430"
Laceyloulou,"12,070,716","12,425,400","15,054,800","10,610,466","13,910,880","3,432,007"
Le0thELAzyLi0NeSS,"10,356,250","8,296,650","11,156,650","31,369,853","15,704,720","6,257,997"
Livmas,"7,396,546","7,324,200","8,067,150","8,043,500","1,093,735","2,025,000"
LoveYouu,"8,439,330","9,823,800","7,397,900","25,276,705","5,794,500","7,390,695"
LSD MHauck,"18,548,356","16,576,650","10,145,000","17,245,279","14,354,670","5,935,538"
luchidor1,"14,808,347","9,232,500","8,273,200","16,984,402","13,568,970","4,449,000"
Luddy,"6,193,306","8,482,500","6,232,700","11,631,968","7,105,600","2,889,150"
Lwozin,"10,474,030","10,115,400","17,687,600","34,464,349","8,558,980","3,631,500"
M U R K,"8,323,971",0,0,0,"10,353,341","1,028,519"
Magnus2112,"15,008,384","8,920,440","15,717,102","15,087,375","17,916,968","7,732,946"
MARCIM,"72,541,558","12,687,150","12,966,200","40,664,724","29,859,060","7,224,300"
martu1991,"8,810,951","9,076,200","16,275,550","14,634,702","21,624,690","12,734,436"
Mod Osborne,"16,229,548","16,454,400","10,964,000","22,848,000","39,566,340","10,296,356"
Moist6,"9,603,805","8,601,300","8,575,050","7,567,740","19,532,220","4,569,000"
Mummystang,"8,816,509","12,814,500","15,788,550","34,511,072","47,231,640","8,522,828"
N03J13,"8,140,512","8,460,300","8,675,750","17,278,027","24,106,840","7,420,369"
OnlyPanz,"15,810,537","11,530,950","17,122,500","25,468,498","14,939,820","11,229,538"
Padre Abdala,"9,283,194","2,743,500","9,014,500","3,575,000","10,663,430","5,709,081"
Platosletap,"12,099,800","12,498,900","4,467,000","9,738,498","3,951,500","7,259,850"
Queen Nagem,"8,809,973","10,974,600","8,848,250","20,453,500","17,061,460","7,385,937"
Raven2k,"13,529,478","5,251,200","15,866,550","38,405,665","26,984,160","3,620,700"
ReaperHound,"13,809,190","9,851,400","8,448,750","13,782,466","20,144,190","7,798,826"
Red Catfish,"12,651,886","7,589,400","10,062,450","16,733,848","11,563,580","7,253,700"
resooB1,"3,457,281","7,787,850","8,340,750","19,302,966","11,675,960","4,091,850"
Retterz (removed),,,,,,
RickNm,"12,391,251","8,237,850","9,603,700","31,287,864","8,242,730","7,225,113"
Romearo,"10,649,250","6,889,200","6,028,000","29,166,482","8,518,330","3,070,350"
Sakura neko,"10,635,918","8,560,800","11,427,750","10,171,833","7,606,750","6,745,876"
saykano,"15,724,323","15,617,250","10,323,250","15,002,891","13,600,920","9,204,594"
sedeug,"15,168,540","10,549,050","21,332,900","25,793,163","13,455,960","8,498,194"
Sekhmetmerti,"17,438,504","12,389,250","14,873,600","35,986,992","61,149,650","11,483,494"
shameless af,"15,940,580","14,766,150","11,258,650","18,460,165","11,225,520","7,249,724"
Shoppe88,"9,947,266","6,604,950","8,681,200","17,433,224","13,426,340","3,944,449"
Sia,"10,562,251","7,864,650","8,731,600","21,464,500","11,513,580","7,819,800"
SixDon 여섯,"8,973,297","7,237,500","7,583,350","9,926,378","3,742,650","6,392,103"
Sizoto,"7,603,159","8,927,850","8,020,950","28,805,008","10,128,360","3,915,000"
Skrrrtkelly (removed),,,,,,
llSkyfiree,"16,003,677","8,782,050","9,317,650","6,143,000","7,572,510","15,812,360"
Small D Energy 25,"9,826,191",0,0,0,"7,618,850","3,633,750"
SmithersMN,"7,614,062","7,845,000","8,320,900","7,379,861","7,568,950","3,977,100"
Sr°Bento (removed),,,,,,
Sr Reatas,"15,070,454","10,471,500","8,139,200","8,342,725","12,971,900","13,838,989"
TattedMechanism,"8,595,287","12,371,100","9,849,750","38,206,450","11,465,850","4,880,100"
TimBessa,"16,711,369","12,571,800","11,779,950","27,051,998","13,819,970","11,872,517"
Twistedmizfit,"28,478,967","4,399,800","3,802,050","5,408,500","9,263,410","3,184,350"
Tzilacatzin35,"8,873,614","8,629,375","8,770,350","11,212,040","8,381,900","2,987,292"
ValentïnaNöir,,,,,,
VULCÁO,"7,767,179","9,327,300","16,065,900","22,115,528","8,166,560","391,800"
W4gn3R,"8,541,662","9,799,500","10,913,400","10,653,030","48,345,280","7,511,660"
xlbuttcrack,"11,299,643","9,861,600","15,570,700","49,292,470","20,494,930","9,663,842"
ZaraReign,,,,,,
