Username,Radar,Construction,Tech,Hero,Mobilization,Buster
Lunitunn,"10,281,205","12,887,850","19,275,050","23,806,934","32,236,520","8,270,543"
Lwozin,"11,099,156","21,704,850","7,964,600","52,015,090","9,471,100","7,201,286"
M U R K,"13,081,050","5,850,025","11,414,258",0,0,"6,878,105"
Magnus2112,"14,149,942","10,236,483","19,413,928","78,558,065","15,604,610","7,857,705"
MARCIM,"14,267,321","12,708,300","10,285,100","16,486,466","12,899,670","7,292,700"
martu1991,"10,099,188","21,282,000","9,536,850","39,904,731","10,132,350","9,215,142"
Mod Osborne,"16,568,860","9,777,300","8,158,600","31,613,996","21,452,880","13,953,370"
Moist6,"28,983,823","41,671,500","24,444,550","109,536,136","27,583,790","5,328,208"
Mummystang,"14,964,248","10,517,100","10,688,750","11,447,833","16,349,390","7,891,820"
N03J13,"8,212,194","8,130,000","12,511,700","17,067,319","11,443,790","6,878,105"
OnlyPanz,"61,580,201","10,853,850","19,539,400","50,081,038","18,875,000","15,382,454"
Padre Abdala,"7,265,398","7,340,550","7,513,200","17,073,194","9,231,510","97,634"
Platosletap,"10,230,573","3,750,000","8,071,500","11,447,423","7,567,150","7,395,300"
Queen Nagem,"13,025,871","13,545,000","9,522,550","15,017,000","21,698,610","16,160,877"
Raven2k,"12,133,956","12,448,200","12,856,400","21,312,165","38,602,780","10,243,505"
Red Catfish,"12,037,011","9,973,050","16,006,850","18,477,968","11,444,370","8,729,682"
Remura,"7,376,405","7,750,500","7,655,850","12,754,844","8,282,870","2,392,052"
resooB1,"44,354,329","21,621,750","9,603,450","12,696,740","9,090,560","4,257,711"
Retterz,"8,032,663","12,617,850","13,688,750","19,793,264","8,935,060","3,602,250"
RickNm,"10,115,188","13,377,150","7,846,100","7,750,000","9,934,950","9,034,950"
Romearo,0,"2,925,000","6,702,400",0,"3,342,890","3,323,010"
Sakura neko,"10,039,688","7,291,500","8,104,800","7,281,509","10,236,360","5,128,050"
saykano,"9,954,602","8,948,250","11,775,900","19,511,103","8,672,940","8,614,737"
sedeug,"9,502,174","12,657,150","19,560,550","11,534,191","10,810,020","11,941,437"
Sekhmetmerti,"15,947,629","20,244,000","13,895,250","49,389,951","45,677,940","18,530,340"
ShadowLioness,"7,635,962","9,325,200","7,792,400","16,099,878","25,906,515","7,807,500"
shameless af,"24,684,028","9,667,500","14,402,350","30,254,736","7,860,350","7,864,734"
Shoppe88,"21,625,718","7,215,150","12,861,600","11,065,345","9,147,650","3,993,433"
Sia,"20,185,765","7,712,250","8,850,750","20,096,315","28,641,130","8,224,650"
SixDon 여섯,"6,756,722","5,312,700","7,566,900","23,111,178","4,973,930","3,613,650"
Sizoto,"55,317,801","11,001,000","10,085,050","14,547,221","9,341,200","4,959,000"
Skrrrtkelly,"10,131,820","9,885,300","7,982,350","7,318,784","7,292,260","3,525,000"
llSkyfiree,"10,522,412","7,978,500","12,953,500","13,439,468","9,779,340","8,045,009"
Slayer3433,"8,839,612","7,226,250","8,127,250",0,0,"5,898,979"
Small D Energy 25,"8,293,875","11,366,700","8,362,050","8,613,631","8,701,400","4,147,760"
SmithersMN,"15,671,663","8,125,500","9,059,150","7,390,861","7,965,580","4,929,300"
Sr°Bento,"13,054,560","10,448,850","9,793,250","23,085,176","10,115,690","8,142,213"
Sr Reatas,"13,054,560","8,823,150","7,359,150","11,599,500","9,023,200","14,278,413"
TattedMechanism,"9,862,490","9,562,800","11,348,900","39,469,853","10,899,870","5,127,900"
TimBessa,"9,810,640","17,451,817","15,257,143","94,701,551","12,644,889","20,359,320"
Twistedmizfit,"8,127,536","5,587,500","2,010,000","16,630,848","16,924,550","7,071,450"
Tzilacatzin35,"8,839,396","8,622,500","7,874,675","12,591,878","7,725,725","4,081,151"
ValentïnaNöir,"11,435,626","7,970,400","7,226,050","7,480,000",0,"9,820"
VULCÁO,"711,563","7,763,100","8,074,700","8,584,998","4,346,750","4,405,141"
W4gn3R,"16,080,707","17,176,200","7,318,500","52,410,080","36,830,620","6,461,088"
xlbuttcrack,"11,414,779","25,009,650","15,812,850","24,346,466","21,214,330","7,332,930"
ZaraReign,"7,771,149","7,513,500","7,697,850","30,004,045","18,457,255","40,893"
