Username,Radar,Construction,Tech,Hero,Mobilization,Buster
GeneralPukka,"7,304,750","5,625,900","14,644,600","7,638,075","8,514,380","7,454,052"
Guilherme DellaG,"9,329,285","9,172,650","16,415,600","13,571,133","8,560,430","7,270,793"
iForcexD,"20,131,692","8,187,750","16,457,000","11,750,258","10,395,800","5,180,481"
IkkiMinami,"8,642,966","3,750,000","7,299,600","2,402,225","17,403,670","5,563,990"
Iriss7,"18,824,760","12,713,850","17,507,550","54,079,843","15,891,500","7,529,194"
JayGee,"22,333,640","12,180,900","11,196,950","22,693,493","19,027,010","6,206,031"
JoeySnacks,"10,878,197","14,452,800","8,249,400","16,076,518","7,213,170","3,618,750"
Kenny 45,"32,672,493","18,755,850","17,386,950","33,108,026","27,658,780","7,544,927"
King of Ants,"14,235,941","9,997,050","10,356,250","10,172,876","30,165,810","7,427,489"
laceyloulou,"7,367,048","9,224,400","10,393,100","17,045,616","41,173,810","5,303,361"
Le0thELazyLi0NesS,"72,382,880","22,517,850","13,985,950","135,547,990","19,191,540","7,690,458"
Livmas,"7,221,774","2,700,000","6,054,700","8,439,500",0,"1,471,130"
LoveYouuu,"1,675,163","11,477,550","5,530,650",0,"2,890,710","1,055,855"
LSD MHauck,"12,707,882","14,267,550","11,649,800","21,825,891","14,974,610","4,734,430"
luchador1,"21,049,813","11,688,600","7,254,500","14,466,676","13,240,430","4,288,500"
Luddy,0,0,0,0,0,0
Lunitunn,"14,047,500","8,443,800","10,748,200","27,513,144","20,127,690","7,765,247"
Lwozin,"13,235,461","26,239,050","7,977,750","14,197,438","9,847,770","3,974,400"
M U R K,0,0,0,0,"8,043,086","7,248,648"
Magnus2112,"12,825,334","8,063,875","19,771,590","10,885,600","14,201,292","5,035,621"
MARCIM,"27,689,247","12,038,250","13,500,350","13,841,373","12,800,580","7,649,100"
martu1991,"22,371,780","13,993,200","9,843,000","9,682,438","18,529,080","4,185,536"
MFKN Donkey Leg,"17,861,852","11,191,500","9,180,450","10,941,663","1,380,000","6,419,892"
MFKNdansir68,"12,308,795","11,829,000","17,373,850","15,670,620","11,811,030","12,801,825"
Moderator Osborne,"10,948,242","8,542,050","20,799,250","21,278,740","10,717,650","8,064,942"
Moist6,"9,920,070","7,803,000","8,942,550","7,582,739","7,774,530","2,925,000"
N03J13,"20,871,318","13,100,850","18,982,650","22,537,286","18,859,550","12,357,569"
NielZombieKiller,"6,915,348",0,"1,746,630","63,000","3,699,920","3,408,100"
OnlyPanz,"25,939,597","11,019,600","11,420,350","28,161,376","16,655,810","7,321,657"
OoO Sia OoO,"10,120,000","8,370,750","9,214,100","11,383,500","10,417,270","8,520,710"
Padre Abdala,"3,705,134","3,300,000","4,859,300","18,508,998","4,576,590",0
PerfectShadow,"35,522,881","13,852,800","18,937,350","24,426,710","22,830,110","5,542,310"
Platosletap,"11,746,571","7,331,250","7,324,000","25,899,103","8,265,150","7,231,400"
PukkasAntFarm,"7,719,319","18,358,050","8,293,050","11,287,876","40,527,710","3,809,564"
Queen NagEm,"15,845,161","12,399,450","9,061,050","25,231,000","32,199,040","4,735,835"
Raven2k,"21,704,019","15,165,300","17,724,250","13,194,438","24,789,490","6,655,614"
ReaperHound,"3,486,000","3,608,700","7,545,500",0,"1,080,000","105,931"
Red Catfish,"64,423,969","9,194,250","9,379,650","15,217,438","11,236,780","4,888,971"
resooB1,"10,887,703","7,236,000","7,669,850","20,148,644","8,942,970","3,511,560"
RickNm,"35,312,693","7,729,650","8,513,100","7,270,000","21,328,770","7,718,026"
Romearo,"8,785,944","8,478,600","1,500,000","9,103,460","10,304,400","2,925,000"
SAIKANO,"14,526,576","11,688,150","13,672,050","32,570,889","14,011,510","6,972,886"
Sakura neko,"10,410,976","7,885,800","7,330,500","8,370,530","7,322,500","6,732,900"
Samuraistang,"11,659,957","17,463,600","10,524,900","17,518,500","20,737,870","8,784,378"
sedeug,"11,141,522","10,198,350","11,524,100","11,639,537","13,341,150","7,997,356"
Sekhmetmerti,"25,380,208","11,473,050","26,048,000","25,950,026","51,492,230","8,265,556"
shameless af,"25,263,318","9,185,550","11,671,650","22,387,361","10,596,310","6,872,656"
Shopee88,"11,190,716","7,786,650","7,748,400","12,447,981","7,262,640","3,606,763"
SixDon 여섯,0,0,0,"7,850,992","11,345,920","5,323,260"
Sizoto,"12,374,183","9,154,200","7,267,900","26,156,960","1,380,000","6,786,750"
llSkyfiree,"9,545,139","15,906,750","10,018,350","87,259,975","11,104,830","7,231,026"
Small D Energy 25,"13,610,488","7,982,250","7,577,550","12,340,009","14,673,830","4,331,025"
SmithersMN,"17,215,336","7,668,000","8,572,050","7,484,635","12,972,410","7,243,800"
Sr Reatas,"13,891,184","18,699,600","7,316,000","14,461,736","21,220,610","8,485,893"
TattedMechanism,"18,654,882","16,339,200","10,616,000","23,171,468","10,177,220","5,348,383"
TimBessa,"9,631,918","10,485,300","9,877,900","15,776,828","25,065,930","10,556,888"
Twistedmizfit,"753,750","4,096,500","960,000","13,500","1,969,560","2,775,450"
Tzilacatzin35,"13,692,184","7,104,500","8,094,650","12,464,696","7,086,500","1,950,000"
VULCÃO,0,0,0,0,0,"9,929"
W4gn3R,"10,068,405","8,163,900","16,590,150","25,823,934","16,937,190","9,981,211"
xlbuttcrack,"52,952,632","18,053,850","22,563,550","67,747,438","24,688,940","4,518,549"
