Username,Radar,Construction,Tech,Hero,Mobilization,Buster
laceyloulou,"8,745,938","5,029,500","8,416,350","10,695,408",0,"4,550,083"
Le0thELAzyLi0,"9,248,703","7,215,150","7,830,350","7,362,000","25,486,950","7,226,399"
Livmas,"8,406,000",0,0,"1,750,000",0,0
LoveYouuu,"8,216,875",0,"4,470,000","8,750,000","8,159,580","2,208,669"
Lt Col Get Some,"20,439,146","7,232,800","15,194,100","22,671,159","40,525,810","13,940,336"
luchador1,"19,634,422","7,473,500","5,771,250","8,754,500","9,945,350","7,456,773"
Lunitunn,"15,262,773","12,007,500","22,121,800","14,555,101","15,255,520","7,827,833"
Lwozin,"7,859,251","13,122,150","8,781,300","9,184,620","7,305,940","7,240,181"
Mack4477,"7,973,489","7,529,250","8,887,800","10,070,000","9,199,760","3,584,250"
MAD,"9,154,289","7,212,050","9,397,000","24,843,934","39,965,460","4,651,347"
Magnus2112,"11,867,478","7,453,650","23,257,220","14,943,200","13,537,250","15,594,103"
MARCIM,"22,215,001","8,058,550","11,748,850","8,224,500","8,923,130","9,616,268"
martu1991,"36,575,000","5,041,950","7,911,750","9,297,500","17,278,330","16,084,426"
MaWaLa,"24,607,153","7,492,000","12,777,400","7,814,500","47,972,250","18,355,384"
MFKN sekhi,"19,709,482","9,397,000","11,151,250","23,715,408","57,527,810","15,144,305"
MFKNdansir68,"11,921,601","9,593,100","8,009,600","10,012,423","10,864,250","9,117,113"
Mod Osborne,"20,178,534","9,757,950","27,155,000","22,336,741","48,648,230","10,496,082"
Napaleta,"24,383,299","12,168,650","30,100,750","13,959,240","9,946,690","11,189,432"
NO3J13,"14,392,847","8,021,050","12,600,300","9,960,000","14,859,720","13,870,534"
OnlyLoveNoH,"18,401,523","13,181,750","10,240,850","18,410,606","10,442,240","7,237,201"
OnlyPanz,"12,176,746","10,068,400","12,019,350","7,474,500","10,386,690","14,472,278"
OoO Sia OoO,"20,804,366","8,058,300","11,379,650","42,349,500","11,911,620","10,904,845"
PerfectShadow,"14,286,554","9,107,250","6,237,150","12,935,000","18,222,690","7,278,848"
Platosletap,"9,412,314","9,933,900","8,530,050","14,792,423","9,859,310","7,734,839"
Queen NagEm,"11,311,510","9,542,350","7,745,550","7,307,500","26,597,240","17,120,202"
Ragnar0230,"11,233,790","7,202,100","8,871,000","7,429,240","8,382,790","8,671,486"
Raphael lele,"9,613,198","9,924,250","8,672,700","11,692,526","13,532,020","8,724,279"
Raven2k,"9,366,029","10,984,650","12,023,550","8,958,303","21,146,840","4,513,500"
Red Catfish,"14,079,374","8,089,150","9,585,400","9,457,605","7,610,160","7,207,950"
RickNm,"15,609,284","7,974,350","7,520,700","21,173,934","9,959,820","10,012,364"
Ruzic,"15,107,010","9,989,800","4,428,000","11,563,586","10,698,910","7,207,950"
SAIKANO,"24,593,627","7,633,200","19,867,900","13,909,258","14,583,320","4,903,350"
Sakura neko,"12,185,470","8,649,050","9,777,900","7,387,833","5,469,750","5,980,200"
Samuraistang,"4,415,246","7,212,750","9,400,050","7,731,013","19,633,680","8,725,356"
sedeug,"14,905,791","12,791,400","15,531,750","7,570,408","10,817,670","9,334,834"
Sezzzzzzzzz,"12,255,411","8,684,050","8,417,800","14,318,026","3,573,400","10,074,447"
shameless af,"8,773,272","8,074,000","14,213,250","7,350,000","7,816,860","7,694,882"
Shopee88,"10,116,289","10,631,500","7,223,250","17,329,527","10,464,340","2,930,669"
Small D Ener,"7,901,251","7,255,500","7,259,550","7,201,466","7,660,180","5,311,045"
SmithersMN,"9,427,659","8,357,850","8,038,950","8,310,558","8,011,450","7,325,550"
Soundingstone,"29,315,075","10,610,800","14,458,250","20,717,500","27,114,290","7,757,833"
Sr Reatas,"10,220,099","7,821,800","7,045,450","14,443,105","11,637,200","8,040,851"
Swaggy lion,"17,320,735","10,606,050","17,155,750","22,038,736","22,117,220","6,255,990"
Swaggy Panda,"15,726,094","7,805,350","9,204,300","27,567,975","14,113,960","8,170,093"
TattedMech,"13,499,788","12,958,350","12,963,450","13,721,318","16,698,190","5,447,403"
The Booch,"15,630,346","8,041,500","9,728,100","7,718,043","8,653,160","7,425,750"
TimBessa,"11,130,115","10,915,500","13,056,500","22,482,500","15,053,450","12,360,096"
Twistedmizft,"1,158,708","3,126,900","2,467,500","685,558","1,738,800","3,195,750"
Tzilacatzin35,"8,663,950","7,915,875","8,961,125","37,143,466","7,297,425","4,138,438"
W4gn3R,"12,241,137","8,974,050","21,396,150","27,406,316","25,782,070","8,472,399"
WarriorPrincess,"8,453,745","7,509,100","5,239,700","24,976,406","8,773,300","4,740,150"
xlbuttcrack,"15,016,529","9,045,400","9,534,600","9,029,089","25,444,330","12,827,606"
xothroughbr3d,"7,658,827","7,982,710","7,258,400","16,130,178","8,840,305","5,285,370"
Stivler,,,,,,"9,349,736"
