Username,Radar,Construction,Tech,Hero,Mobilization,Buster
FSU 69,"22,503,468","18,598,350","14,303,450","106,324,261","40,780,490","9,842,462"
General Pukka,"47,452,412","15,194,700","11,902,550","19,629,387","13,964,950","4,807,650"
Guilherme DellaG,"7,794,762","9,233,100","10,951,900","18,536,210","8,189,990","10,688,375"
HorseClock,"60,835,292","7,225,500","19,532,250","118,617,624","20,334,080","10,599,861"
iForcexD,"22,697,507","7,602,000","8,567,050","8,352,878","16,213,740","3,737,250"
IkkiMinami,"10,769,871","7,662,600","7,375,350","7,596,165","19,941,920","3,750,000"
Iriss7,"28,247,718","10,615,500","10,916,450","30,616,299","16,841,140","7,243,160"
JayGee,"55,994,445","16,174,350","8,830,250","25,847,322","23,077,150","8,264,684"
JoeySnacks,"7,348,359","13,848,150","14,987,900","15,751,509","7,395,800","3,525,000"
Kenny45,"48,382,564","22,745,250","22,650,950","35,513,224","19,736,320","7,585,263"
King of Ants,"12,942,188","11,733,750","17,792,400","23,055,518","51,541,850","17,773,485"
Laceyloulou,"12,608,355","9,687,000","12,305,750","35,026,157","38,636,490","8,801,001"
Livmas,"8,599,760","8,944,200","8,782,050","9,435,548","7,684,560","2,475,000"
llSkyfiree,"9,933,541","7,736,250","15,219,650","10,824,500","10,622,830","9,438,909"
LoveYouu,"8,223,125","15,956,850","8,603,850","24,610,940","11,909,180","1,125,000"
LSD MHauck,"10,947,215","12,243,750","10,019,100","27,039,580","12,609,040","4,453,500"
luchidor1,"9,823,277","7,469,850","9,245,950","7,419,500","18,500,200","5,903,325"
Luddy,"9,719,872","8,441,100","11,063,900","22,145,398","8,013,270","5,062,800"
Lunitunn,"11,610,561","18,744,450","13,763,300","34,982,658","20,059,720","8,130,367"
Lwozin,,,,,,
M U R K,"1,768,063","15,780,858",0,"25,404,500","11,321,361",0
Magnus2112,"18,469,391","7,216,652","25,339,802","14,906,625","13,909,473","7,690,743"
MARCIM,"10,519,272","8,521,500","9,729,100","20,214,494","11,573,050","7,815,005"
martu1991,"16,268,149","9,465,000","15,462,000","15,777,419","10,270,560","5,087,491"
Mod Osborne,"9,427,928","8,791,650","23,409,450","19,165,453","30,523,880","9,690,186"
Moist6,"11,337,576","7,648,800","8,786,850","7,405,406","41,609,070","9,218,857"
Mustang4ever,"9,792,424","7,205,250","10,192,650","30,632,676","13,248,830","7,850,663"
N03J13,"73,034,026","12,851,550","77,067,300","139,216,570","15,039,960","7,611,004"
OnlyPanz,"8,239,849","8,077,350","20,463,000","41,194,371","20,780,380","10,005,276"
Padre Abdala,"10,693,682","4,173,300","13,928,850","20,360,144","11,204,680","2,517,695"
Platosletap,"8,778,099","5,718,750","9,743,500","9,003,028","15,513,270","3,525,000"
Queen Nagem,"13,012,108","17,664,600","7,770,150","27,832,000","31,800,390","10,289,692"
Raven2k,"4,383,314","11,762,100","15,717,300","23,697,844","34,183,380","8,082,796"
Red Catfish,"9,004,705","17,751,750","20,646,800","31,171,460","10,872,200","7,281,455"
Remura,"30,569,402","9,241,500","13,960,700","22,060,370","9,584,280","4,575,883"
resooB1,"7,374,702","25,092,450","15,213,900","16,453,558","8,162,660","3,689,105"
Retterz,"9,561,535","7,217,100","19,951,200","8,308,558","14,752,675","3,608,095"
RickNm,"7,782,190","9,501,150","10,989,500","49,905,250","10,978,720","2,700,000"
Romearo,"6,992,105","10,597,350","9,242,100","14,012,470","15,834,570","3,507,900"
Sakura neko,"10,397,813","7,665,000","7,245,500","17,955,018","23,971,040","3,162,900"
saykano,"16,987,115","12,684,150","8,393,500","16,786,013","13,658,930","8,485,251"
sedeug,"22,263,888","12,481,500","10,807,700","20,287,526","10,446,450","8,940,370"
Sekhmetmerti,"37,474,147","12,514,800","15,458,950","44,911,017","51,767,140","11,163,928"
ShadowLioness,"11,581,137","9,583,950","17,168,450","95,441,017","12,499,545","7,330,771"
shameless af,"10,605,269","18,775,200","8,859,050","25,570,000","10,684,550","7,249,650"
Shoppe88,"9,170,096","7,654,200","5,481,450","7,494,650","5,118,440","3,473,522"
Sia,,,,,,
SixDon 여섯,"25,170,893","10,088,100","23,793,050","15,695,403","4,450,810","5,710,739"
Sizoto,"9,642,501","8,179,500","7,625,750","20,932,417","6,590,050","5,251,500"
Skrrrtkelly,"5,448,750","5,004,000","3,248,450","9,015,140","2,229,810","4,498,200"
Slayer3433,"21,392,901","9,743,250","14,818,700","8,148,893","16,244,880","7,763,874"
Small D Energy 25,"8,339,430","7,934,850","7,644,100","18,711,612","8,667,070","6,842,609"
SmithersMN,"55,432,647","16,765,650","12,264,350","28,784,678","17,073,680","7,645,200"
Sr McLovin,"7,813,040","12,699,900","8,412,000","11,527,000","15,881,610","3,800,083"
Sr°Bento,"12,617,667","10,659,000","10,113,750","7,474,582","7,249,550","4,586,400"
TattedMechanism,,,,,,
TimBessa,"7,749,147","12,978,473","14,138,552","27,684,617","9,775,362","7,579,143"
Twistedmizfit,"17,663,687","8,931,300","3,739,800","4,500","15,759,990","2,276,100"
Tzilacatzin35,"36,200,156","8,102,500","10,957,825","18,525,960","10,688,200","3,632,835"
ValentïnaNöir,"9,785,626","7,350,000","9,720,400","14,512,500","7,545,180",0
VULCÁO,"1,953,751","6,442,950","12,178,700","12,770,000","10,896,920","3,654,000"
W4gn3R,"24,221,379","10,943,400","11,416,500","20,751,009","36,129,330","8,324,064"
xlbuttcrack,"55,507,157","11,862,900","26,994,700","26,615,276","20,033,430","4,581,630"
ZaraReign,"12,220,626","7,921,050","12,351,450",0,"1,988,730","3,710,100"
