Username,Radar,Construction,Tech,Hero,Mobilization,Buster
Donkeyleg,"63,794,254","12,855,000","22,745,750","13,645,814","13,703,500","4,225,967"
DurpaDurpa,"12,096,758","7,742,400","7,265,700","20,225,724","7,365,070","2,100,000"
EduardoRR2,"10,976,960","8,650,500","3,359,000","23,475,706","5,802,350","3,034,340"
E N I A H (removed),,,,0,0,0
EXTERMÎNADOR,"15,085,226","14,098,950","17,740,050","22,440,101","10,256,810","10,912,345"
FabianoSp2,"15,561,115","8,540,400","9,981,650","25,761,073","10,701,780","4,345,716"
fauxsee,"8,318,126","8,484,150","4,751,650","19,630,007","11,716,430","7,593,437"
Fralda Cheia,"8,337,764","10,316,550","11,811,300","21,360,906","10,490,830","8,198,831"
FSU 69,"8,562,296",,,0,"4,672,500","14,513,241"
General Pukka,"21,085,941","14,015,100","8,982,900","14,808,759","9,630,540","3,821,272"
Guilherme DellaG,"15,727,422","9,430,350","17,449,350","14,310,923","13,741,940","7,467,185"
HorseFarm,"1,505,625","2,505,850","7,650,000","86,837,794","14,155,580","3,187,391"
iForcexD,"5,062,040","12,028,200","12,385,450","29,444,378","13,963,180","3,602,188"
IkkiMinami,"7,315,209","7,442,850","19,445,550","9,099,195","8,126,310","5,230,264"
Iriss7,"16,018,615","10,076,550","12,502,700","34,135,441","13,278,900","4,289,811"
JALIM RABEI,"7,401,968","9,840,900","14,489,150","7,425,000","20,110,480","17,532,041"
JayGee,"23,394,816","14,298,900","9,194,650","24,884,179","16,556,770","5,160,336"
JoeySnacks,"9,065,359","11,114,100","8,443,250","11,217,000","8,226,270","3,525,000"
Kenny45,"28,900,721","21,875,400","14,806,450","31,918,453","20,230,550","12,234,889"
King of Ants,"11,127,259","7,521,000","12,877,650","42,831,497","43,906,440","9,653,531"
Laceyloulou,"43,766,620","18,082,800","12,030,050","62,374,990","16,217,380","7,200,677"
Le0thELAzyLi0NeSS,"7,267,900","7,543,500","28,778,650","30,178,483","26,505,220","7,499,031"
Livmas,"7,609,401","8,720,250","20,724,950","7,517,056","3,475,590",0
LoveYouu,"3,991,750","9,295,200","4,224,600","4,500,000","4,602,500","3,525,000"
LSD MHauck,"8,641,509","12,221,250","15,404,150","25,023,604","17,542,430","7,051,096"
luchidor1,"21,383,823","8,461,950","7,369,850","12,763,061","14,341,280","8,312,409"
Luddy,"14,262,546","7,857,750","5,217,500","10,997,785","10,438,050","4,359,208"
Lwozin,"3,069,148","23,446,500","26,147,600","65,172,664","11,524,150","4,996,306"
M U R K,"1,285,875",0,0,0,0,0
Magnus2112,"10,846,823","10,067,763","17,871,688","17,492,500","17,107,028","7,282,120"
MARCIM,"12,079,654","9,744,600","11,364,400","7,431,000","8,505,810","7,224,342"
martu1991,"10,438,759","18,152,250","8,078,600","8,572,725","11,765,290","13,593,101"
Mod Osborne,"17,593,677","9,481,350","29,218,250","22,716,286","26,092,750","9,002,237"
Moist6,"10,447,721","9,327,000","16,769,550","16,163,253","8,373,210","7,253,400"
Mummystang,"8,225,459","15,651,000","13,764,500","35,710,702","9,804,370","4,246,269"
N03J13,"15,283,203","7,563,750","14,936,400","18,909,101","15,252,470","7,639,545"
NielZombieKiller,"3,437,365","3,983,400",0,"1,419,916","3,453,408","2,427,200"
OnlyPanz,"20,614,084","15,355,200","13,339,850","93,261,048","17,749,620","10,139,879"
Padre Abdala,"7,398,651","1,680,900","2,823,750","7,162,120","3,110,850",0
Platosletap,"11,531,458","7,402,500","9,984,950","7,629,030","15,857,040","7,654,650"
Queen Nagem,"13,695,115","8,346,000","11,949,600","15,807,500","9,078,010","10,866,356"
Raven2k,"13,332,498","7,958,100","15,515,950","22,260,268","30,266,330","2,925,000"
ReaperHound,"12,649,408","11,268,600","19,559,850","33,305,289","6,262,600","5,323,844"
Red Catfish,"13,144,459","19,182,900","13,458,700","27,207,101","16,191,480","7,483,839"
resooB1,"8,161,094","27,767,250","22,419,900","17,461,981","10,357,550","3,454,685"
RickNm,"8,605,042","7,517,100","9,424,950","17,610,000","9,090,440","8,383,231"
Romearo,"22,924,501","12,255,450","10,403,350","11,493,269","9,118,080","6,707,683"
Sakura neko,"24,160,049","23,281,050","8,801,000","43,249,398","13,046,260","4,247,100"
saykano,"9,525,570","7,089,000","2,898,500","16,555,681","14,577,380","8,516,898"
sedeug,"24,942,221","11,969,400","17,578,650","18,479,678","11,574,390","7,738,608"
Sekhmetmerti,"25,951,611","13,117,800","28,455,000","43,634,193","33,098,620","10,093,665"
shameless af,"7,174,625","8,816,550","8,439,000","37,456,052","8,595,190","9,744,817"
Shoppe88,"11,941,583","7,413,900","8,813,400","12,749,975","7,252,260","3,661,753"
Sia,"10,910,625","7,173,750","8,822,750","19,147,000","9,128,360","7,360,474"
SixDon 여섯,"7,398,945","14,712,600","10,633,900","43,139,996","10,684,360","998,880"
Sizoto,"10,173,892","8,477,100","11,708,000","10,414,060","6,724,800","3,880,039"
llSkyfiree,"12,589,741","7,684,800","11,344,600","32,694,500","7,431,180","4,343,570"
Small D Energy 25,"8,074,326","8,835,000","7,487,450","63,984,018","7,372,470","4,847,491"
SmithersMN,"18,576,178","7,561,350","27,772,650","87,644,842","7,206,320","6,485,250"
Sr Reatas,"11,727,009","10,531,050","6,387,400","11,056,000","20,548,650","4,539,300"
TattedMechanism,"10,771,144","10,134,750","8,614,700","27,904,826","11,394,680","4,223,400"
TimBessa,"13,417,447","11,123,250","28,391,950","17,490,438","10,725,010","14,798,972"
Twistedmizfit,"1,935,938","6,204,000","2,710,350","2,709,000","6,215,280","3,636,450"
Tzilacatzin35,"8,529,848","6,708,750","10,023,250","33,723,190","7,216,100","5,377,510"
VULCÁO,"9,079,031",0,0,"11,345,133",0,"696,397"
W4gn3R,"17,364,281","9,742,800","27,933,650","16,953,453","17,314,340","10,050,657"
xlbuttcrack,"8,040,839","10,044,300","12,396,600","17,566,192","17,515,440","7,839,395"
