Username,Radar,Construction,Tech,Hero,Mobilization,Buster
Mod Osborne,"14,424,872","12,579,300","24,838,850","18,578,480","44,401,180","16,642,558"
Moist6,"7,617,614","9,029,400","12,603,450","8,325,163","12,912,270","3,835,500"
Mummystang,"12,321,947","18,582,300","12,301,500","56,072,230","11,031,820","11,873,528"
N03J13,"81,498,853","13,674,750","20,242,650","136,585,526","14,577,070","14,756,268"
NielZombieKiller,"6,584,117","2,758,960","1,719,830","2,611,604","3,697,456","3,062,620"
OnlyPanz,"19,894,147","7,491,450","19,744,650","26,099,030","24,318,710","16,157,973"
Padre Abdala,"9,508,127","5,587,500","9,119,850","28,935,009","12,664,180","1,674,150"
Platosletap,"7,393,831","11,147,100","7,685,100","19,951,389","10,545,880","7,306,350"
Queen Nagem,"59,287,940","15,060,000","5,230,350","22,517,000","10,359,290","5,605,395"
Raven2k,"13,391,353","18,152,850","14,396,200","20,700,953","28,939,980","5,627,167"
ReaperHound,"4,232,213","9,412,500","2,010,000",0,"2,739,000",0
Red Catfish,"12,881,675","10,133,250","8,426,600","30,542,768","13,758,490","7,514,850"
resooB1,"11,166,969","7,213,200","8,732,500","34,884,530","9,951,110","3,750,000"
RickNm,"11,034,397","8,333,100","7,271,000","24,566,065","8,665,910","6,992,863"
Romearo,"8,687,625","9,580,200","4,782,000","23,553,519",0,"3,700,081"
Sakura neko,"9,998,322","10,849,500","8,329,500","17,256,810","8,582,910","3,905,550"
saykano,"9,994,049","9,325,350","9,664,200","32,552,416","15,779,840","7,950,906"
sedeug,"20,708,577","14,238,600","10,606,050","33,678,148","11,157,430","10,038,620"
Sekhmetmerti,"20,099,807","11,860,350","34,799,400","64,881,081","30,730,790","10,932,339"
shameless af,"16,007,259","14,038,950","15,609,950","91,304,975","8,330,950","7,279,200"
Shoppe88,"13,435,293","11,820,450","7,320,600","15,721,112","13,555,300","4,384,242"
Sia,"27,373,209","8,469,450","10,278,700","25,159,101","11,386,820","7,647,600"
SixDon 여섯,"9,272,154",0,"7,616,250","11,061,316","4,468,460","4,680,236"
Sizoto,"7,968,518","7,856,400","7,828,850","15,371,806","8,322,030","3,450,000"
llSkyfiree,"8,638,853","8,585,400","12,886,750","18,098,500","8,457,930","6,041,959"
Small D Energy 25,"8,827,966","7,411,500","4,663,500","32,468,027","7,723,350","5,404,375"
SmithersMN,"8,835,384","12,212,100","9,481,350","35,736,463","9,168,740","7,203,450"
Sr Reatas,"14,668,543","11,742,000","5,734,750","33,423,726","7,590,500","13,461,987"
TattedMechanism,"69,979,519","12,931,350","18,882,300","25,847,780","10,085,990","8,381,269"
TimBessa,"10,334,184","11,270,550","18,756,600","27,886,749","14,739,460","16,092,960"
Twistedmizfit,"27,815,540","4,691,400","4,170,300","13,500","5,901,530","2,957,100"
Tzilacatzin35,"8,211,500","7,288,500","8,101,200","11,296,018","5,949,875","2,300,000"
VULCÁO,"34,680,386","36,080,700","33,608,400","171,538,096","6,261,850","5,448,226"
W4gn3R,"76,541,288","8,239,500","15,414,500","46,175,601","28,149,340","7,691,101"
xlbuttcrack,"11,021,111","9,602,100","12,957,600","23,819,706","20,297,250","62,689,824"
