Username,Radar,Construction,Tech,Hero,Mobilization,Buster
Sia,"13,085,871","11,731,200","8,796,300","17,162,423","9,065,510","7,615,650"
SixDon 여섯,"10,492,921","3,289,500","10,320,650","13,942,088","11,069,490","4,094,233"
Sizoto,"70,709,595","8,444,100","9,303,850","7,368,500","10,224,360","5,390,700"
Skrrrtkelly (removed),,,,,,0
llSkyfiree,"8,189,063","7,953,450","10,420,100","19,341,500","8,821,170","4,833,026"
Small D Energy 25,"10,071,777","7,637,250","7,294,250","39,571,045","8,639,550","4,249,950"
SmithersMN,"18,057,123","7,536,000","7,519,350","12,834,361","7,632,720","7,245,150"
Sr°Bento (removed),,,,,,0
Sr Reatas,"17,941,569","10,550,100","6,867,500","38,389,496","6,827,800","7,274,250"
TattedMechanism,"9,222,322","13,375,350","9,714,650","13,986,000","11,867,350","8,432,100"
TimBessa,"14,704,142","11,889,877","31,744,596","23,459,574","14,457,620","18,178,853"
Twistedmizfit,"19,010,992","7,941,450","2,160,000","13,500","14,931,900","3,749,100"
Tzilacatzin35,"9,377,262","7,214,125","8,629,100","7,233,250","4,908,275","4,560,451"
ValentïnaNöir,"16,171,250","7,648,500","8,685,150","26,136,336",0,0
VULCÁO,"7,495,890","7,917,750","11,809,050","10,458,891","12,870,100","3,247,557"
W4gn3R,"11,904,514","14,011,350","16,627,400","21,952,075","34,281,170","7,578,129"
xlbuttcrack,"8,431,740","10,156,650","12,962,800","22,343,569","23,947,050","11,639,874"
ZaraReign,"8,252,988","8,142,750","8,357,250","36,770,987",0,"1,010,250"
