Username,Radar,Construction,Tech,Hero,Mobilization,Buster
SmithersMN,"13,107,059","6,851,250","10,154,850","12,330,220","7,200,000","7,863,450"
Sr McLovin,"10,810,689","9,180,000","7,941,000","25,243,335","7,200,000","11,107,039"
Sr°Bento,"15,018,162","8,457,000","7,969,250","17,566,629","7,200,000","4,041,600"
TattedMechanism,,,,,,
TimBessa,0,"8,500,445","37,718,467","21,287,884","7,200,000","17,471,836"
Twistedmizfit,"18,878,545","4,608,750","8,436,100","15,677,830","7,200,000","12,192,208"
Tzilacatzin35,"9,478,066","7,314,750","7,299,650","7,974,858","7,200,000","4,539,636"
ValentïnaNöir,"11,981,773","14,904,750","9,346,850","7,400,000","7,200,000",0
VULCÁO,"3,223,321","9,019,500","8,854,050","17,861,421","7,200,000","793,540"
W4gn3R,"19,452,938","12,387,600","7,813,850","42,322,833","7,200,000","8,463,268"
xlbuttcrack,"10,609,781","15,467,250","11,869,350","59,561,793","7,200,000","43,347,816"
ZaraReign,"17,971,929","12,443,850","10,067,550","10,324,500","7,200,000",0
