Username,Radar,Construction,Tech,Hero,Mobilization,Buster
DarwinBR,,,,,"3,933,360","10,802,980"
Don Haitham,"12,486,798","11,439,300","7,203,900","20,646,660","7,860,400","9,257,076"
Drop Kick Murp,,,,,,"7,513,500"
EXTERMÎNAD,"14,696,193","12,834,600","15,989,300","18,051,515","11,384,990","12,493,375"
FabianoSp2,"7,712,956","10,361,100","24,992,100","31,044,237","23,918,990","13,083,165"
fauxsee,"9,395,438","10,911,600","12,748,750","20,205,194","13,046,680","7,639,712"
Fralda Cheia,"8,097,565","8,675,100","9,880,600","12,717,678","17,744,820","11,221,045"
FSU 69,"11,717,766","8,674,950","17,766,200","39,792,670","14,692,130","8,434,455"
GeneralPukka,"12,763,736","9,723,750","12,143,150","10,089,953","16,356,130","7,201,017"
GMuhney,"14,573,111","11,021,400","7,676,900","18,307,284","11,894,230","5,383,700"
Guilherme Della,"18,675,788","12,861,900","15,656,650","36,568,477","23,307,200","16,350,719"
i M Crosss,,,,,"1,557,900","29,934,901"
IC Ranjani,,,,,"11,984,880","7,609,849"
IkkiMinami,"3,110,625","904,500","3,208,500",0,"3,390,000","4,492,241"
Iriss7,"20,599,689","14,746,500","18,009,850","35,484,535","12,177,400","12,197,653"
JayGeee,"12,279,706","16,374,150","11,532,000","35,597,850","13,720,810","7,497,405"
Jim455,"66,086,116","13,467,900","39,861,700","23,202,118","24,350,300","8,472,338"
JoeySnacks,"12,203,014","9,443,100","9,273,750","55,069,679","7,239,130","4,329,169"
Juli,,,,,,"7,325,724"
Kenny 45,"31,813,411","23,203,350","17,604,450","29,808,816","20,437,230","12,293,592"
King Banner,"28,152,893","12,292,800","11,625,500","34,325,990","16,121,180","22,503,849"
King of Ants,"9,970,881","8,303,100","9,026,650","9,489,015","34,604,360","8,972,469"
laceyloulou,"10,525,000","10,881,000","11,351,850","42,630,140","23,551,660","7,879,284"
Le0thELAzyLi0,"21,655,295","25,564,050","8,814,900","8,629,799","24,946,160","13,691,460"
LoveYouuu,"9,042,813","11,009,400","5,728,000","15,307,826","11,045,480","6,267,171"
Lt Col Get Some,"20,956,917","9,335,850","35,342,900","50,008,581","22,831,120","17,942,961"
luchador1,"13,384,293","12,276,000","7,326,150","9,286,515","6,569,560","8,058,301"
Lunitunn,"21,101,252","11,193,750","19,454,550","7,517,000","17,587,950","7,588,173"
Livmas,0,0,"5,133,000","7,613,631",0,"2,700,000"
Lwozin,"1,280,625","17,821,500","13,378,550","42,336,264","4,478,960","4,066,350"
Mack4477,"7,763,961","39,155,400","6,985,650","58,052,172","8,594,990","2,550,000"
MAD,,,,,,"9,696,899"
Magnus2112,"12,527,098","7,334,885","21,407,210","11,693,850","7,413,136","12,250,235"
MARCIM,"17,211,443","8,522,550","11,083,850","8,159,240","15,725,740","7,216,510"
martu1991,"11,825,313","15,104,250","11,148,950","24,127,221","13,040,110","18,971,891"
MaWaLa,,,,,,"7,360,464"
MFKN sekhi,"32,330,472","13,428,000","22,515,950","27,033,966","42,545,370","15,375,518"
MFKNdansir68,"13,646,294","11,305,950","13,403,550","10,481,620","10,597,650","8,907,293"
Mod Osborne,"17,271,382","10,956,750","14,580,600","20,090,710","33,086,820","10,072,278"
Napaleta,,,,,,"9,503,029"
NO3J13,"16,926,600","7,697,550","18,616,300","18,530,075","8,592,630","38,273,703"
OnlyLoveNoH,,,,,"9,762,260","5,952,470"
OnlyPanz,"26,479,546","8,600,100","24,047,850","12,591,015","23,790,490","22,272,760"
OoO Sia OoO,"73,192,534","10,960,350","9,658,250","17,537,026","9,976,120","7,276,650"
Padre Abdala,"2,036,210","7,247,550","6,050,100","14,114,288",0,"1,624,923"
PerfectShadow,"15,002,933","7,804,500","25,397,800","47,245,026","24,716,400","5,499,701"
Platosletap,"7,407,710","7,528,800","8,040,600","42,418,088","10,265,190","9,265,500"
Queen NagEm,"21,255,172","12,315,000","18,652,650","23,882,000","24,025,830","7,702,785"
Ragnar0230,"12,215,401","43,594,650","10,787,050","52,634,356","11,068,690","7,911,305"
Raphael lele,,,,,"210,000","7,323,993"
Raven2k,"18,707,089","11,270,700","13,010,250","17,246,058","16,573,530","9,728,040"
Red Catfish,"15,142,181","11,129,400","21,291,000","17,052,013","9,155,790","7,945,971"
RickNm,"7,934,137","11,004,300","10,187,150","34,715,889","21,544,430","7,265,938"
Ruzic,"11,550,968","12,939,600","14,202,150","20,115,588","13,054,840","7,862,700"
SAIKANO,"9,078,583","9,117,750","9,679,650","21,813,601","13,379,860","11,789,692"
Sakura neko,"4,414,125","8,243,400","12,279,600","29,211,303","8,325,590","3,750,000"
Samuraistang,"8,176,528","8,077,950","16,492,550","30,604,643","12,209,810","7,261,984"
sedeug,"19,360,418","8,395,800","14,566,250","11,769,723","16,238,400","11,906,614"
Sezzzzzzzzz,"22,362,241","7,206,000","10,958,250","55,043,597","12,191,380","7,229,222"
shameless af,"23,783,439","12,213,300","20,438,750","24,532,451","20,515,070","14,572,758"
Shopee88,"9,890,287","7,964,850","7,444,800","28,887,045","7,698,500","4,864,073"
Small D Ener,"10,130,843","9,715,500","8,537,000","38,785,398","16,804,230","7,721,846"
SmithersMN,"15,535,935","7,642,650","14,790,400","44,369,543","7,660,250","7,692,150"
Soundingstone,,,,,,"13,047,522"
Sr Reatas,"9,406,251","6,715,500","10,166,500","9,195,408","20,439,400","7,266,859"
Swaggy Panda,,,,,,
TattedMech,"10,167,583","7,695,000","10,404,800","39,049,702","9,631,090","7,832,834"
The Booch,,,,,"11,678,170","8,176,950"
TimBessa,"13,393,862","8,585,250","15,672,750","7,219,648","12,613,140","18,257,935"
Donkey Leg,"10,327,068","13,422,450","11,004,600","15,325,224","7,790,710","307,488"
Twistedmizft,"1,458,000","3,215,550","600,000","1,954,500","1,447,860","7,574,400"
Tzilacatzin35,"8,180,000","7,997,000","7,590,950","9,964,956","7,714,375","3,813,750"
W4gn3R,"14,998,257","7,858,200","7,406,350","21,653,586","17,848,060","10,105,007"
WarriorPrincess,,,,,"2,953,740","5,534,296"
xlbuttcrack,"14,871,698","15,631,650","19,427,800","73,312,859","23,475,170","41,035,428"
xothroughbr3d,,,,,,"8,031,085"
