Username,Radar,Construction,Tech,Hero,Mobilization,Buster
fauxsee,"2,175,585","10,128,400","8,194,750","24,196,696","7,746,630","9,093,987"
Fralda Cheia,"75,662,619","16,857,800","23,986,000","35,447,876","15,194,090","18,146,741"
FSU 69,"13,851,377","12,966,200","42,978,300","53,901,052","12,729,830","12,751,887"
GeneralPukka,"4,912,098","9,654,650","15,323,050","11,510,000","12,457,860","7,215,081"
GMuhney,"7,921,666",0,"7,263,250","22,023,580","7,348,340","8,431,418"
Guilherme Della,"26,407,950","16,009,300","21,037,200","49,312,288","13,088,620","7,934,294"
i M Crosss,"17,705,991","12,039,050","27,546,300","35,734,403","25,011,260","17,507,456"
IC Ranjani,"10,815,064","8,365,500","26,920,400","10,813,893","17,336,260","7,551,914"
IkkiMinami,"8,701,273","7,315,500","7,703,300","5,610,558","17,080,220","8,177,313"
Iriss7,"23,052,495","11,691,800","12,799,150","34,760,702","14,171,560","7,746,956"
JayGeee,"16,504,049","12,982,350","10,938,100","34,328,764","29,053,530","6,249,000"
Jim455,"32,922,003","19,360,450","22,188,850","54,739,341","21,345,820","7,694,710"
JoeySnacks,"7,551,644","10,931,150","7,764,400","8,957,833","7,543,720","3,885,450"
Juli,"13,004,692","13,624,000","11,287,200","11,878,584","14,625,220","8,820,052"
Kenny 45,"25,140,516","19,982,550","28,455,850","25,937,420","21,082,170","18,038,434"
King Banner,"18,375,765","15,116,200","18,910,050","48,966,357","23,614,820","30,241,567"
King of Ants,"8,123,439","13,220,900","8,477,850","16,965,601","15,980,560","11,956,357"
laceyloulou,"10,135,585","8,754,650","6,377,900","24,155,474","15,574,210","6,721,255"
Le0thELAzyLi0,"16,467,639","33,850,200","11,333,500","69,320,606","26,741,640","16,420,563"
LoveYouuu,"1,393,125","14,422,400","4,355,750","31,806,809","9,963,290","6,442,995"
Lt Col Get Some,"26,154,353","9,821,350","25,549,050","23,339,873","23,361,110","20,418,865"
luchador1,"16,750,316","11,374,050","7,851,300","15,064,648","15,798,320","7,574,576"
Lunitunn,"11,981,023","8,623,150","12,211,950","41,189,155","19,087,620","8,458,833"
Livmas,"9,353,603","5,146,650","4,729,500","7,845,402","8,007,740","4,143,600"
Lwozin,"9,202,737","13,176,350","10,453,200","20,433,286","13,890,060","10,654,160"
Mack4477,"14,763,861","7,220,250","10,555,850","27,052,764","12,729,420","3,639,150"
MAD,"9,000,717","7,546,400","7,491,500","25,993,848","12,343,560","8,855,874"
Magnus2112,"14,779,882","7,329,350","19,114,760","26,083,631","19,618,940","11,343,641"
MARCIM,"21,356,025","13,804,050","11,109,900","23,751,086","12,313,260","7,364,893"
martu1991,"11,372,769","13,587,350","9,444,600","36,955,751","16,476,760","4,596,850"
MaWaLa,"31,067,169","24,333,150","20,312,350","28,662,303","54,669,600","22,669,677"
MFKN sekhi,"25,521,743","14,360,350","27,658,450","24,201,921","29,718,830","13,176,482"
MFKNdansir68,"14,930,044","9,702,400","10,238,450","15,265,678","13,611,510","11,426,988"
Mod Osborne,"18,393,755","17,220,650","23,586,950","23,609,013","21,155,220","10,623,638"
Napaleta,"43,616,426","40,041,250","21,089,200","80,688,754","15,389,610","8,368,923"
NO3J13,"15,044,024","20,523,500","61,214,250","73,377,024","23,301,440","12,536,439"
OnlyLoveNoH,"15,184,926","9,384,700","9,217,500","30,645,359","10,989,410","4,304,673"
OnlyPanz,"26,364,643","11,943,650","22,691,400","26,564,500","17,345,200","14,971,754"
OoO Sia OoO,"23,154,277","8,090,700","9,165,400","14,791,618","8,693,370","7,379,037"
Padre Abdala,"2,921,950","12,925,900","6,261,850","21,068,067",0,0
PerfectShadow,"16,846,223","11,695,850","15,064,700","12,493,408","17,134,420","7,218,808"
Platosletap,"11,495,204","8,274,750","7,815,250","14,708,588","7,506,310","8,818,500"
Queen NagEm,"14,127,424","9,588,150","8,980,400","12,622,000","30,453,190","13,948,777"
Ragnar0230,"13,963,631","20,544,400","32,019,300","51,279,197","11,921,710","12,974,473"
Raphael lele,"24,514,815","8,290,800","13,252,450","23,877,101","9,547,970","7,601,932"
Raven2k,"13,997,413","8,675,450","16,160,950","31,931,651","25,150,870","6,172,594"
Red Catfish,"21,213,222","9,981,100","11,368,350","17,545,983","9,443,280","7,290,144"
RickNm,"10,315,113","7,452,250","9,137,350","41,608,884","8,131,210","7,126,812"
Ruzic,"8,078,772","12,720,700","14,005,150","29,907,709","16,776,540","6,455,063"
SAIKANO,"8,971,689","14,338,600","14,444,900","22,147,953","11,180,690","8,868,921"
Sakura neko,"17,729,536","8,156,600","8,673,000","18,507,558","14,550,720","4,300,650"
Samuraistang,"59,721,223","10,095,350","29,888,900","37,660,552","13,080,180","10,669,778"
sedeug,"19,763,627","8,350,000","11,876,900","12,686,013","13,905,430","7,490,842"
Sezzzzzzzzz,"11,810,168","10,755,050","12,206,950","40,534,310","11,754,310","7,336,989"
shameless af,"24,946,698","11,209,000","15,541,800","26,457,226","15,626,810","8,388,397"
Shopee88,"9,867,946","8,501,600","7,396,350","28,882,545","7,415,830","8,270,550"
Small D Ener,"8,772,835","15,675,000","8,096,250","52,617,368","14,073,790","10,771,672"
SmithersMN,"62,178,627","10,151,450","9,525,800","19,686,165","12,803,140","5,884,650"
Soundingstone,"32,386,828","15,779,450","15,747,150","29,022,329","31,343,600","7,967,336"
Sr Reatas,"15,606,563","4,720,500","10,490,100","18,296,421","16,836,060","8,542,077"
Swaggy Panda,"19,214,271","8,732,500","16,140,500","26,393,281","17,088,580","15,308,120"
TattedMech,"21,370,810","7,763,050","8,794,050","15,397,333","8,648,110","12,323,620"
The Booch,"20,531,941","8,036,350","8,383,500","28,906,316","8,686,650","8,639,850"
TimBessa,"17,505,477","16,375,700","45,063,750","50,462,358","12,066,030","14,917,106"
Donkey Leg,0,"14,150,500","8,166,050","18,442,402","10,461,340",0
Twistedmizft,"2,194,875","3,502,000","1,869,000","28,673,192","4,912,850","3,225,000"
Tzilacatzin35,"9,377,750","7,638,500","11,051,975","14,316,438","9,830,450","4,133,775"
W4gn3R,"18,143,007","8,607,900","9,828,800","24,005,507","26,470,010","6,314,574"
WarriorPrincess,"9,969,272","10,415,050","8,687,050","38,365,126","7,598,490","7,219,314"
xlbuttcrack,"17,447,211","11,942,800","13,735,500","27,041,618","28,405,530","3,975,750"
xothroughbr3d,"9,791,842","7,336,935","9,350,865","34,550,961","4,711,626","7,292,640"
