Username,Radar,Construction,Tech,Hero,Mobilization,Buster
JayGeee,"16,978,863","12,870,200","22,308,700","51,007,434","11,068,010","5,898,825"
Jim455,"57,988,054","16,062,550","49,629,000","92,090,749","31,965,370","4,442,250"
JoeySnacks,"8,499,063","24,101,650","8,510,850","38,295,702","7,774,000","4,286,328"
Juli,"13,058,518","7,323,450","11,496,350","21,087,000","8,398,300","7,182,300"
Kenny 45,"32,342,172","29,855,050","27,715,100","34,179,921","15,353,180","11,675,996"
King Banner,"45,419,466","20,577,150","32,786,750","109,876,516","25,838,530","19,605,358"
King of Ants,"24,405,683","27,294,050","22,473,250","151,183,283","82,871,600","4,152,301"
laceyloulou,"43,886,254","13,941,200","11,620,100","59,015,168","31,800,400","7,893,474"
Le0thELAzyLi0,"26,214,922","31,810,850","33,580,100","75,538,515","18,748,480","9,472,453"
Livmas,0,0,0,"21,015,904","7,513,290",0
LoveYouuu,0,"10,662,600","17,153,550","56,222,977","19,567,060","3,103,640"
Lt Col Get Some,"29,992,047","16,894,650","56,003,250","64,345,408","36,855,400","4,037,769"
luchador1,"27,430,103","16,430,900","18,570,700","28,613,262","14,908,920","7,366,062"
Lunitunn,"28,309,929","17,836,150","48,086,900","32,842,597","24,251,410","7,879,237"
Lwozin,"12,829,641","11,154,000","10,514,250","12,356,740","10,178,540","6,199,722"
Mack4477,"59,670,442","29,330,000","53,608,900","85,684,839","19,965,540","3,721,950"
MAD,"27,391,098","15,655,350","56,230,150","105,851,366","14,927,200","7,248,600"
Magnus2112,"17,923,403","10,353,975","24,883,310","25,833,700","18,699,524","11,886,936"
MARCIM,"60,705,001","27,450,150","34,790,450","60,176,604","21,157,810","20,506,104"
martu1991,"18,607,181","22,669,450","47,316,800","65,996,169","11,861,980","9,440,669"
MaWaLa,"49,912,876","23,121,450","46,105,250","69,548,127","58,731,960","7,891,159"
MFKN sekhi,"40,347,613","34,708,350","54,550,100","47,707,966","66,334,130","13,296,272"
MFKNdansir68,"27,264,514","20,522,600","23,527,100","42,396,842","10,413,650","9,235,509"
Mod Osborne,"37,009,603","17,951,900","36,020,700","110,910,294","52,182,680","15,859,243"
Napaleta,"33,690,040","12,312,900","45,016,500","94,328,875","20,706,610","3,978,577"
NO3J13,"18,834,200","16,761,700","67,109,700","100,970,656","16,745,740","13,528,616"
OnlyLoveNoH,"23,815,839","13,669,150","29,120,600","42,045,552","13,327,070","7,746,900"
OnlyPanz,"45,366,438","16,101,400","29,750,300","157,154,393","17,872,240","13,036,408"
OoO Sia OoO,"20,554,063","8,490,150","9,154,750","14,278,500","10,302,820","8,006,663"
PerfectShadow,"17,509,836","8,325,550","13,471,900","43,526,513","25,532,910","7,228,920"
Platosletap,"17,404,021","7,677,000","10,721,850","16,142,678","16,501,610","7,864,650"
Queen NagEm,"23,610,910","28,945,050","28,096,350","194,994,377","62,352,690","8,319,226"
Ragnar0230,"17,688,938","12,666,450","32,273,850","72,290,888","7,218,100","7,216,665"
Raphael lele,"27,737,072","19,588,350","29,987,200","46,741,920","11,450,590","8,226,801"
Raven2k,"22,652,501","15,406,300","19,201,000","46,024,275","25,893,600","4,637,700"
Red Catfish,"49,959,964","19,662,950","79,920,100","40,149,818","12,445,370","11,197,773"
RickNm,"17,356,237","7,259,750","51,584,250","37,150,254","7,376,350","7,203,000"
Ruzic,"21,319,067","17,715,550","20,423,450","37,870,923","14,280,460","8,201,653"
SAIKANO,"15,673,241","29,085,450","17,124,350","61,380,196","10,294,310","11,160,770"
Sakura neko,"18,795,237","21,728,200","55,102,000","49,857,927","8,367,390","4,220,442"
Samuraistang,"34,170,879","18,494,000","63,279,650","112,924,269","13,691,090","6,649,319"
sedeug,"22,011,959","16,420,600","30,971,100","64,702,670","11,449,000","7,813,608"
Sezzzzzzzzz,"26,715,536","8,663,900","13,048,950","79,031,679","15,962,250","11,085,127"
shameless af,"21,897,525","26,988,550","26,838,600","105,514,248","13,586,160","9,708,766"
Shopee88,"9,427,661","13,056,000","8,940,250","17,564,500","8,697,280","3,525,000"
Small D Ener,"23,281,079","13,772,250","14,584,550","61,017,055","9,064,350","4,426,500"
SmithersMN,"39,806,806","12,997,700","29,976,350","97,402,607","11,737,270","5,342,550"
Soundingstone,"44,148,380","25,513,350","35,402,050","46,825,874","26,998,060","17,325,877"
Sr Reatas,"20,494,688","15,635,000","17,637,950","34,772,157","13,101,400","4,406,850"
Swaggy lion,"15,853,106","10,238,550","11,884,400","38,479,992","12,809,850","11,589,338"
Swaggy Panda,"20,007,521","8,275,300","11,606,950","117,750,826","11,171,920","15,659,352"
TattedMech,"18,619,865","9,352,600","9,973,500","21,607,833","14,079,830","9,157,256"
The Booch,"37,795,904","11,781,450","14,391,000","32,973,061","10,799,950","12,016,500"
TimBessa,"20,209,419","9,986,500","40,065,600","80,400,168","14,765,700","7,603,747"
Twistedmizft,"10,322,754","14,736,400","17,469,700","20,584,636","17,994,650","4,193,643"
Tzilacatzin35,"17,460,858","9,662,750","10,438,475","14,133,070","5,761,650","3,495,000"
W4gn3R,"38,623,883","16,582,300","40,067,300","46,535,503","24,334,480","5,809,530"
WarriorPrincess,"18,251,666","7,238,450","8,692,850","25,052,295","8,668,800","6,919,378"
xlbuttcrack,"35,849,702","22,783,900","33,838,000","79,663,513","26,574,950","9,235,442"
xothroughbr3d,"9,818,637","12,468,840","9,573,135","7,932,608","7,337,408","4,599,450"
Stivler,"15,081,524","8,735,350","13,249,500","15,777,268","10,011,080","7,859,805"
