Username,Radar,Construction,Tech,Hero,Mobilization,Buster
Sakura neko,"10,190,626","7,843,950","16,338,450","31,312,973","15,395,540","4,199,250"
saykano,"9,262,327","11,435,100","9,089,750","20,943,889","8,187,890","7,624,587"
sedeug,"19,337,543","10,955,700","12,110,750","10,623,333","14,041,980","8,360,982"
Sekhmetmerti,"23,908,482","10,807,350","12,387,550","33,499,891","31,772,240","12,157,305"
shameless af,"58,646,257","10,606,500","11,286,750","17,276,468","10,268,160","8,819,973"
Shoppe88,"12,783,324","11,141,400","8,986,350","21,780,280","8,743,200","3,854,170"
Sia,"8,101,228","11,219,400","9,460,900","71,349,121","8,638,630","8,405,599"
SixDon 여섯,"37,500","7,635,450","5,062,500","4,500","7,590,530","3,990,451"
Sizoto,"13,434,780","7,553,250","10,479,800","19,573,049","7,375,800","3,750,000"
Skrrrtkelly (removed),"2,328,375",0,"2,017,000","3,520,000",,0
llSkyfiree,"52,295,000","10,792,800","12,241,850","29,393,658","8,648,970","7,288,606"
Small D Energy 25,"13,430,371","7,246,350","7,582,650","16,986,612","7,260,360","4,426,500"
SmithersMN,"10,134,299","8,940,300","7,953,700","82,557,909","9,347,970","5,489,700"
Sr°Bento (removed),"11,143,037","8,616,750","10,873,800","8,250,982","7,736,400","6,576,419"
Sr Reatas,"15,638,468","7,398,600","12,830,100","10,724,086","14,511,650","4,490,648"
TattedMechanism,"11,332,290","11,412,750","10,698,450","21,632,671","8,346,140","4,696,650"
TimBessa,"56,568,277","13,682,883","23,022,036","8,975,475","11,227,865","31,443,892"
Twistedmizfit,"37,238,538","4,145,400","916,200","4,500","4,087,765","3,951,450"
Tzilacatzin35,"8,373,574","6,187,875","7,908,850","11,640,064","5,393,750","2,300,000"
ValentïnaNöir,"7,920,000","7,243,650","6,989,250","7,971,807","7,923,055","2,628,300"
VULCÁO,"954,375","6,108,300","8,844,600","9,045,758","5,370,670","3,789,000"
W4gn3R,"8,514,257","9,416,850","16,815,950","27,288,813","21,296,270","9,075,770"
xlbuttcrack,"11,570,500","23,307,000","8,020,950","65,049,863","21,196,410","47,726,232"
ZaraReign,"8,885,788","12,486,000","11,643,700","19,880,241","7,494,790","8,117,377"
