Username,Radar,Construction,Tech,Hero,Mobilization,Buster
martu1991,"17,152,877","15,548,250","16,226,900","17,470,311","11,619,510","7,279,959"
MFKN Donkey Leg,"7,864,662","8,727,000","7,705,450","17,496,768","12,343,870","5,656,501"
MFKNdansir68,"18,751,499","14,458,350","11,599,550","8,533,043","13,923,200","11,781,353"
Moderator Osborne,"14,203,568","8,783,100","15,404,900","22,441,878","23,488,770","18,213,338"
Moist6,"9,315,834","10,815,900","7,401,300","10,498,338","7,118,310","5,392,140"
N03J13,"9,573,738","8,170,950","11,527,550","12,675,620","20,477,160","22,683,412"
NielZombieKiller,"5,514,869","7,440,740","1,745,830","1,201,022","1,092,000","3,243,280"
OnlyPanz,"16,531,858","10,273,500","14,693,050","26,401,221","21,889,650","7,615,775"
OoO Sia OoO,"7,925,001","8,765,250","10,051,500","19,258,500","9,960,790","7,942,200"
Padre Abdala,"3,276,894","2,529,000",0,0,0,"2,930,791"
PerfectShadow,"17,769,444","4,721,250","31,729,400","30,961,605","16,835,690","4,864,500"
Platosletap,"8,528,171","7,330,200","8,031,600","30,574,990","11,014,950","8,019,988"
PukkasAntFarm,0,0,0,"8,526,515",0,0
Queen NagEm,"13,296,080","21,567,150","7,262,550","191,265,279","36,362,350","7,184,700"
Raven2k,"20,601,947","10,708,800","15,367,100","21,121,558","23,730,090","7,580,347"
ReaperHound,0,0,"8,797,050","41,030,229","14,531,880","2,453,587"
Red Catfish,"16,370,426","13,900,500","12,087,000","24,388,301","12,210,500","6,726,992"
resooB1,"12,580,598","15,643,800","21,086,350","21,858,953","33,378,040","3,688,500"
RickNm,"13,943,820","7,448,400","8,712,650","12,514,500","9,292,750","7,284,315"
Romearo,"8,217,313","13,338,750","8,814,250",0,"7,157,930","3,647,799"
SAIKANO,"13,787,974","7,545,750","10,323,250","19,405,938","15,254,650","17,164,197"
Sakura neko,"10,231,876","8,409,150","9,401,100","7,988,500","7,757,550","3,150,000"
Samuraistang,"8,210,117","13,408,650","20,520,000","58,994,696","21,179,440","7,282,077"
sedeug,"25,615,885","9,180,900","11,446,300","54,226,104","13,143,090","8,248,590"
Sekhmetmerti,"24,992,618","10,409,250","26,188,950","20,351,606","37,780,530",0
shameless af,"15,187,574","11,144,850","21,590,950","31,704,311","15,868,860","7,729,238"
Shopee88,"10,017,786","9,510,300","8,195,400","13,627,003","6,191,750","3,755,396"
SixDon 여섯,"56,218,862","11,487,150","24,174,250","37,392,509","7,234,530","803,159"
Sizoto,"8,296,947","7,208,700","6,511,500","22,717,174","7,289,850",0
llSkyfiree,"12,743,560","8,424,000","22,595,250","8,531,500","8,027,160","7,236,150"
Small D Energy 25,"8,638,125","9,637,650","7,903,750","16,420,009","11,892,990","14,271,720"
SmithersMN,"8,444,808","4,554,000","10,759,950","11,537,391","10,467,410","7,242,750"
Sr Reatas,"9,552,753","6,152,250","7,144,200","4,769,000","12,506,760","5,609,798"
TattedMechanism,"11,142,093","10,093,350","9,663,700","33,196,599","12,019,170","9,901,800"
TimBessa,"19,876,459","10,138,200","16,649,500","25,145,816","12,914,000","8,631,612"
Twistedmizfit,"27,845,127","4,009,500","7,383,000","598,500","5,979,340","4,418,250"
Tzilacatzin35,"8,541,106","7,221,875","7,724,550","20,543,582","9,368,800","2,150,000"
VULCÃO,0,0,0,0,0,0
W4gn3R,"12,065,002","7,854,450","10,584,850","33,184,026","32,879,230","8,217,868"
xlbuttcrack,"8,381,326","14,623,200","18,448,400","13,734,460","17,260,110","26,012,722"
