Username,Radar,Construction,Tech,Hero,Mobilization,Buster
Iriss7,"63,718,376","16,489,050","17,081,400","31,934,246","14,660,650","4,284,235"
JALIM RABEI,"14,731,307","7,201,800","10,339,350","10,414,983","20,615,370","29,094,285"
JayGee,"15,352,897","15,359,250","9,818,850","31,869,002","12,445,030","7,337,979"
JoeySnacks,"8,148,826","18,118,800","10,003,650","9,063,133","7,868,610","5,716,650"
Kenny45,"25,212,005","15,763,200","14,297,150","29,660,465","29,377,940","7,216,332"
King of Ants,"10,710,939","15,098,400","13,651,550","50,412,253","19,442,880","9,712,402"
Laceyloulou,"14,054,009","7,594,500","25,405,500","25,939,101","7,275,870","7,594,771"
Le0thELAzyLi0NeSS,"12,304,436","7,242,450","16,891,150","8,567,438","19,051,070","9,181,212"
Livmas,"7,695,629","7,556,700","7,564,950","7,288,500","7,825,225",0
LoveYouu,"6,848,564","17,473,950","5,558,750","28,256,601","10,207,890","9,393,563"
LSD MHauck,"16,353,866","16,010,850","10,189,950","19,647,543","10,535,410","3,525,000"
luchidor1,"7,790,131","9,983,400","13,116,500","8,425,000","8,701,680","4,740,493"
Luddy,"7,058,730","8,948,250",0,"12,002,500",0,"500,683"
Lwozin,"5,035,888","8,117,400","19,420,150","27,169,236","4,985,570","2,881,950"
M U R K,"38,904,929","2,475,000",0,0,"130,500","16,359,031"
Magnus2112,"15,778,328","8,546,720","17,949,650","54,131,710","9,004,104","7,207,462"
MARCIM,"18,225,623","7,208,400","11,149,000","7,623,500","3,661,650","1,165,713"
martu1991,"13,089,372","17,358,450","8,941,000","9,274,861","8,664,120","8,192,100"
Mod Osborne,"20,287,473","10,868,550","26,305,100","18,618,000","22,228,410","7,273,484"
Moist6,"8,980,491","7,630,650","9,644,400","10,939,288","8,147,700","3,913,653"
Mummystang,"15,077,074","10,136,550","11,976,150","26,923,945","12,362,290","7,294,605"
N03J13,"17,158,271","7,736,700","11,095,600","15,153,483","7,863,580","27,622,191"
NielZombieKiller,"8,676,962","2,328,900","1,503,820","2,587,369","2,121,000","494,926"
OnlyPanz,"9,539,590","9,798,000","24,415,950","29,783,039","15,681,170","16,790,570"
Padre Abdala,"8,474,308","979,500","2,608,250","10,692,500","3,122,940",0
Platosletap,"7,369,417","7,902,900","7,435,750","8,540,149","7,157,200","7,276,800"
Queen Nagem,"14,266,915","9,159,000","9,150,000","15,152,500","25,540,850","7,683,839"
Raven2k,"11,405,236","12,263,400","10,911,850","11,903,333","25,941,910","3,702,490"
ReaperHound,"1,633,125","7,482,300","2,291,000","30,853,932","8,759,610","4,039,248"
Red Catfish,"11,421,631","10,327,200","9,428,400","9,398,333","11,251,270","7,395,450"
resooB1,"8,505,056","11,388,300","8,921,200","9,325,000","6,355,890","3,968,372"
RickNm,"8,028,126","13,185,450","8,437,050","20,051,432","19,062,400","7,774,029"
Romearo,"7,664,376","14,540,400","9,493,450","28,139,518","7,738,240","7,242,000"
Sakura neko,"12,084,374","8,897,400","10,171,650","15,924,633","12,558,330","3,750,000"
saykano,"12,381,283","11,426,250","8,087,550","16,608,756","12,863,540","10,672,699"
sedeug,"20,627,480","10,360,800","20,309,450","16,963,208","10,220,070","9,891,686"
Sekhmetmerti,"25,166,666","13,250,700","19,282,400","63,370,208","35,478,280","8,532,537"
shameless af,"13,190,726","11,439,450","13,645,550","22,312,127","7,928,040","7,226,542"
Shoppe88,"13,897,536","8,082,000","7,483,950","11,391,545","8,311,960","3,702,018"
Sia,"11,982,189","7,320,900","8,008,050","11,944,560","7,370,300","8,667,675"
SixDon 여섯,"9,159,567","5,709,300","8,303,400","7,752,603","8,866,340","2,925,000"
Sizoto,"11,641,843","8,146,350","7,928,850","51,128,501","5,951,010","5,441,850"
llSkyfiree,"8,300,758","6,356,400","7,722,500","2,873,500","4,925,730","2,636,702"
Small D Energy 25,"9,724,081","9,262,500","7,550,100","29,745,065","9,304,050","5,398,389"
SmithersMN,"9,733,814","7,753,650","7,584,300","9,202,419","8,250,630","4,698,150"
Sr Reatas,"13,123,126","7,431,150","6,912,750","39,500,205","7,839,550","3,660,278"
TattedMechanism,"8,047,290","14,414,850","9,975,350","26,973,964","12,215,370","9,406,650"
TimBessa,"15,224,877","10,589,850","17,595,800","15,975,663","12,525,780","17,503,228"
Twistedmizfit,"22,895,695","3,250,950","1,470,000","13,500","2,698,500","2,274,049"
Tzilacatzin35,"7,809,664","7,232,125","7,462,375","16,615,868","5,290,225","2,358,250"
VULCÁO,0,0,0,0,0,"288,994"
W4gn3R,"9,644,951","8,610,450","19,309,850","11,388,695","19,790,790","7,699,028"
xlbuttcrack,"11,528,291","10,780,800","12,996,000","18,478,311","20,795,130","32,091,936"
